TransactionID,Date,CustomerID,CustomerName,Branch,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod,Month,Weekday,City,CalculatedTotal
TXN104780,2025-10-14,CUST1142,Rohit Maharjan,Lalitpur - Pulchowk,Beverages,Coca-Cola 1.5L,2,245.56,491.12,Khalti,October,Tuesday,Lalitpur,491.12
TXN101880,2025-03-26,CUST1145,Manisha Adhikari,Biratnagar - Main Road,Electronics,Wall Clock,3,3087.93,9263.79,Debit/Credit Card,March,Wednesday,Biratnagar,9263.789999999999
TXN103952,2025-03-24,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Household,Surf Excel 1kg,2,749.38,1498.76,Cash,March,Monday,Pokhara,1498.76
TXN104488,2025-03-28,CUST1137,Sunita Tamang,Kathmandu - New Road,Bakery,Chocolate Cake Slice,3,301.26,903.78,eSewa,March,Friday,Kathmandu,903.78
TXN100842,2025-09-12,CUST1083,Rohit Shrestha,Kathmandu - New Road,Dairy,Nimbus Cheese Slices,4,268.2,1072.8,Khalti,September,Friday,Kathmandu,1072.8
TXN103665,2025-11-11,CUST1112,Nabin Magar,Butwal - Traffic Chowk,Household,Surf Excel 1kg,1,206.02,206.02,Cash,November,Tuesday,Butwal,206.02
TXN102062,2025-04-19,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Apparel,Formal Shirt,1,1230.62,1230.62,Khalti,April,Saturday,Pokhara,1230.62
TXN104849,2025-09-27,CUST1001,Deepak Lama,Bhaktapur - Suryabinayak,Dairy,Butter 200g,4,143.69,574.76,Khalti,September,Saturday,Bhaktapur,574.76
TXN101721,2025-08-12,CUST1012,Sabina Maharjan,Pokhara - Lakeside,Grocery,Wai Wai Noodles (pack),1,315.34,315.34,Cash,August,Tuesday,Pokhara,315.34
TXN105145,2025-11-07,CUST1059,Rajesh Shrestha,Kathmandu - Kupondole,Beverages,Tea Leaves (Ilam) 250g,4,449.21,1796.84,Cash,November,Friday,Kathmandu,1796.84
TXN103145,2025-11-29,CUST1030,Kiran Maharjan,Pokhara - Lakeside,Grocery,Wheat Flour 5kg,4,626.07,2504.28,Khalti,November,Saturday,Pokhara,2504.28
TXN102036,2025-11-21,CUST1095,Neha Khadka,Butwal - Traffic Chowk,Apparel,Winter Jacket,1,2439.65,2439.65,Khalti,November,Friday,Butwal,2439.65
TXN102713,2025-05-13,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Beverages,Gorkha Beer (6-pack),1,484.98,484.98,eSewa,May,Tuesday,Butwal,484.98
TXN103843,2025-09-24,CUST1002,Kritika Bhattarai,Butwal - Traffic Chowk,Apparel,Winter Jacket,4,1942.93,7771.72,Cash,September,Wednesday,Butwal,7771.72
TXN103365,2025-06-05,CUST1040,Puja Gurung,Butwal - Traffic Chowk,Apparel,Kids Frock,1,2178.38,2178.38,Cash,June,Thursday,Butwal,2178.38
TXN100529,2025-09-26,CUST1105,Sandip Magar,Kathmandu - New Road,Household,Steel Lunch Box,1,1107.34,1107.34,Cash,September,Friday,Kathmandu,1107.34
TXN105077,2025-10-14,CUST1108,Neha Karki,Bhaktapur - Suryabinayak,Grocery,Wheat Flour 5kg,4,437.2,1748.8,Debit/Credit Card,October,Tuesday,Bhaktapur,1748.8
TXN100781,2025-08-27,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Beverages,Tea Leaves (Ilam) 250g,1,446.17,446.17,Khalti,August,Wednesday,Lalitpur,446.17
TXN103281,2025-11-19,CUST1134,Sandip Khadka,Pokhara - Lakeside,Household,Harpic Toilet Cleaner,1,397.75,397.75,eSewa,November,Wednesday,Pokhara,397.75
TXN103351,2025-12-07,CUST1039,Sabina Thapa,Butwal - Traffic Chowk,Apparel,Formal Shirt,2,1997.02,3994.04,Debit/Credit Card,December,Sunday,Butwal,3994.04
TXN102015,2025-04-23,CUST1081,Puja Khadka,Kathmandu - Kupondole,Beverages,Real Juice 1L,4,233.82,935.28,eSewa,April,Wednesday,Kathmandu,935.28
TXN105842,2025-11-11,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Personal Care,Nivea Body Lotion,3,146.57,439.71,Cash,November,Tuesday,Pokhara,439.71
TXN101790,2025-05-07,CUST1119,Nabin Maharjan,Kathmandu - New Road,Beverages,Coca-Cola 1.5L,2,157.35,314.7,Khalti,May,Wednesday,Kathmandu,314.7
TXN100856,2025-03-21,CUST1142,Rohit Maharjan,Lalitpur - Pulchowk,Dairy,DDC Milk 1L,2,244.43,488.86,eSewa,March,Friday,Lalitpur,488.86
TXN102152,2025-10-12,CUST1067,Anita Shrestha,Kathmandu - Kupondole,Grocery,Sugar 1kg,2,823.15,1646.3,Khalti,October,Sunday,Kathmandu,1646.3
TXN103960,2025-03-30,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Apparel,Cotton T-Shirt,4,1482.8,5931.2,Khalti,March,Sunday,Bhaktapur,5931.2
TXN104938,2025-09-13,CUST1110,Sushma Karki,Kathmandu - New Road,Dairy,Yogurt (Dahi) 500g,3,372.59,1117.77,eSewa,September,Saturday,Kathmandu,1117.77
TXN103825,2025-07-09,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Household,Steel Lunch Box,3,484.35,1453.05,Cash,July,Wednesday,Lalitpur,1453.0500000000002
TXN104575,2025-09-21,CUST1015,Sushma Bhattarai,Kathmandu - Kupondole,Electronics,Bluetooth Earphones,3,3212.05,9636.15,eSewa,September,Sunday,Kathmandu,9636.150000000001
TXN100657,2025-01-04,CUST1024,Rajesh Adhikari,Lalitpur - Pulchowk,Electronics,Power Bank 10000mAh,3,1201.33,3603.99,Khalti,January,Saturday,Lalitpur,3603.99
TXN104491,2025-09-29,CUST1060,Kritika Tamang,Lalitpur - Pulchowk,Bakery,Butter Cookies,1,261.16,261.16,Cash,September,Monday,Lalitpur,261.16
TXN102981,2025-08-26,CUST1014,Neha Basnet,Lalitpur - Pulchowk,Apparel,Cotton T-Shirt,1,865.91,865.91,Cash,August,Tuesday,Lalitpur,865.91
TXN103509,2025-06-16,CUST1016,Neha Poudel,Chitwan - Bharatpur,Apparel,Cotton T-Shirt,1,1369.72,1369.72,eSewa,June,Monday,Chitwan,1369.72
TXN103171,2025-08-08,CUST1043,Neha Maharjan,Butwal - Traffic Chowk,Grocery,Wai Wai Noodles (pack),4,228.75,915.0,eSewa,August,Friday,Butwal,915.0
TXN103247,2025-06-15,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Beverages,Tea Leaves (Ilam) 250g,2,398.71,797.42,Unknown,June,Sunday,Kathmandu,797.42
TXN100776,2025-09-26,CUST1118,Alina Shrestha,Bhaktapur - Suryabinayak,Electronics,USB Cable Type-C,3,1365.83,4097.49,eSewa,September,Friday,Bhaktapur,4097.49
TXN104009,2025-05-14,CUST1112,Nabin Magar,Butwal - Traffic Chowk,Apparel,Cotton T-Shirt,2,2062.05,4124.1,Cash,May,Wednesday,Butwal,4124.1
TXN104824,2025-12-08,CUST1039,Unknown,Kathmandu - New Road,Grocery,Mustard Oil 1L,4,635.77,2543.08,eSewa,December,Monday,Kathmandu,2543.08
TXN100276,2025-12-18,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Personal Care,Sanitary Pads Pack,3,579.25,1737.75,eSewa,December,Thursday,Kathmandu,1737.75
TXN104202,2025-03-06,CUST1010,Anita Karki,Chitwan - Bharatpur,Beverages,Real Juice 1L,2,119.43,238.86,Bank Transfer,March,Thursday,Chitwan,238.86
TXN102242,2025-12-25,CUST1036,Sunita Maharjan,Kathmandu - Kupondole,Dairy,Paneer 250g,2,214.23,428.46,Cash,December,Thursday,Kathmandu,428.46
TXN102207,2025-04-02,CUST1039,Sabina Thapa,Butwal - Traffic Chowk,Dairy,Nimbus Cheese Slices,1,360.78,360.78,Khalti,April,Wednesday,Butwal,360.78
TXN104450,2025-09-04,CUST1099,Rohit Magar,Kathmandu - Kupondole,Dairy,DDC Milk 1L,4,399.45,1597.8,Debit/Credit Card,September,Thursday,Kathmandu,1597.8
TXN105608,2025-08-08,CUST1044,Puja Magar,Bhaktapur - Suryabinayak,Electronics,USB Cable Type-C,1,2415.84,2415.84,Khalti,August,Friday,Bhaktapur,2415.84
TXN104665,2025-03-15,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Dairy,Paneer 250g,2,75.37,150.74,Cash,March,Saturday,Lalitpur,150.74
TXN100369,2025-04-17,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Household,LED Bulb 9W,3,1077.01,3231.03,Cash,April,Thursday,Lalitpur,3231.0299999999997
TXN101298,2025-04-23,CUST1042,Manisha Basnet,Bhaktapur - Suryabinayak,Grocery,Basmati Rice 5kg,1,551.05,551.05,eSewa,April,Wednesday,Bhaktapur,551.05
TXN103637,2025-08-22,CUST1020,Deepak Magar,Bhaktapur - Suryabinayak,Personal Care,Dove Soap,3,256.89,770.67,Cash,August,Friday,Bhaktapur,770.67
TXN101319,2025-03-20,CUST1031,Sabnam Khadka,Bhaktapur - Suryabinayak,Household,Vim Dishwash Bar,3,1106.74,3320.22,Khalti,March,Thursday,Bhaktapur,3320.2200000000003
TXN101706,2025-03-29,CUST1035,Rita Shrestha,Biratnagar - Main Road,Household,Vim Dishwash Bar,2,207.35,414.7,Unknown,March,Saturday,Biratnagar,414.7
TXN103422,2025-10-27,CUST1055,Rohit Poudel,Lalitpur - Pulchowk,Household,Steel Lunch Box,2,823.65,1647.3,Khalti,October,Monday,Lalitpur,1647.3
TXN102067,2025-11-18,CUST1131,Sabnam Maharjan,Pokhara - Lakeside,Beverages,Nescafe Coffee 100g,1,445.35,445.35,Debit/Credit Card,November,Tuesday,Pokhara,445.35
TXN100285,2025-03-04,CUST1097,Milan Basnet,Kathmandu - New Road,Electronics,USB Cable Type-C,3,504.55,1513.65,Khalti,March,Tuesday,Kathmandu,1513.65
TXN100671,2025-02-05,CUST1140,Sabnam Poudel,Pokhara - Lakeside,Beverages,Tea Leaves (Ilam) 250g,1,389.5,389.5,Khalti,February,Wednesday,Pokhara,389.5
TXN100858,2025-07-11,CUST1140,Sabnam Poudel,Pokhara - Lakeside,Dairy,Yogurt (Dahi) 500g,3,125.15,375.45,Debit/Credit Card,July,Friday,Pokhara,375.45000000000005
TXN101287,2025-05-25,CUST1039,Sabina Thapa,Butwal - Traffic Chowk,Dairy,Yogurt (Dahi) 500g,3,283.24,849.72,Debit/Credit Card,May,Sunday,Butwal,849.72
TXN105560,2025-11-05,CUST1124,Anita Rai,Lalitpur - Pulchowk,Grocery,Mustard Oil 1L,1,189.88,189.88,Debit/Credit Card,November,Wednesday,Lalitpur,189.88
TXN101963,2025-11-02,CUST1025,Kiran Poudel,Kathmandu - Kupondole,Apparel,Socks (3-pair pack),1,2721.45,2721.45,Cash,November,Sunday,Kathmandu,2721.45
TXN104935,2025-09-16,CUST1040,Puja Gurung,Kathmandu - New Road,Apparel,Kids Frock,3,868.17,2604.51,Cash,September,Tuesday,Kathmandu,2604.5099999999998
TXN100312,2025-08-31,CUST1004,Rajesh Adhikari,Kathmandu - Kupondole,Grocery,Salt 1kg,2,163.66,327.32,eSewa,August,Sunday,Kathmandu,327.32
TXN103796,2025-08-16,CUST1055,Rohit Poudel,Butwal - Traffic Chowk,Grocery,Sugar 1kg,1,594.85,594.85,Cash,August,Saturday,Butwal,594.85
TXN104544,2025-09-19,CUST1070,Alina Rai,Kathmandu - Kupondole,Electronics,Wall Clock,4,778.07,3112.28,Cash,September,Friday,Kathmandu,3112.28
TXN101291,2025-02-05,CUST1045,Sunita Magar,Kathmandu - Kupondole,Bakery,Sliced Bread,1,203.94,203.94,Debit/Credit Card,February,Wednesday,Kathmandu,203.94
TXN103964,2025-02-08,CUST1045,Sunita Magar,Kathmandu - Kupondole,Electronics,Extension Board,1,1285.99,1285.99,Debit/Credit Card,February,Saturday,Kathmandu,1285.99
TXN105287,2025-10-19,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Electronics,Power Bank 10000mAh,3,1617.87,4853.61,Khalti,October,Sunday,Butwal,4853.61
TXN102750,2025-06-11,CUST1015,Sushma Bhattarai,Kathmandu - Kupondole,Beverages,Coca-Cola 1.5L,3,288.94,866.82,Cash,June,Wednesday,Kathmandu,866.8199999999999
TXN105835,2025-05-14,CUST1060,Kritika Tamang,Lalitpur - Pulchowk,Bakery,Sliced Bread,4,171.72,686.88,Cash,May,Wednesday,Lalitpur,686.88
TXN104715,2025-05-12,CUST1014,Neha Basnet,Kathmandu - Kupondole,Apparel,Formal Shirt,1,2605.36,2605.36,Cash,May,Monday,Kathmandu,2605.36
TXN104424,2025-11-01,CUST1002,Kritika Bhattarai,Biratnagar - Main Road,Personal Care,Dove Soap,3,327.7,983.1,eSewa,November,Saturday,Biratnagar,983.0999999999999
TXN105226,2025-06-30,CUST1065,Rohit Poudel,Biratnagar - Main Road,Personal Care,Head & Shoulders Shampoo,1,640.43,640.43,eSewa,June,Monday,Biratnagar,640.43
TXN103727,2025-07-25,CUST1018,Puja Khadka,Bhaktapur - Suryabinayak,Bakery,Khari Biscuit Pack,4,283.01,1132.04,Khalti,July,Friday,Bhaktapur,1132.04
TXN104005,2025-03-02,CUST1047,Rita Adhikari,Bhaktapur - Suryabinayak,Household,Vim Dishwash Bar,3,422.93,1268.79,Debit/Credit Card,March,Sunday,Bhaktapur,1268.79
TXN104794,2025-08-04,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Beverages,Coca-Cola 1.5L,1,399.14,399.14,eSewa,August,Monday,Lalitpur,399.14
TXN105302,2025-04-07,CUST1050,Manisha Rai,Pokhara - Lakeside,Electronics,Wall Clock,2,3140.63,6281.26,Debit/Credit Card,April,Monday,Pokhara,6281.26
TXN102916,2025-06-28,CUST1052,Aashish Poudel,Lalitpur - Pulchowk,Dairy,DDC Milk 1L,2,343.15,686.3,Cash,June,Saturday,Lalitpur,686.3
TXN100486,2025-08-12,CUST1100,Sujan Shrestha,Pokhara - Lakeside,Bakery,Khari Biscuit Pack,2,118.21,236.42,Khalti,August,Tuesday,Pokhara,236.42
TXN100619,2025-08-07,CUST1106,Prakash Shrestha,Kathmandu - Kupondole,Personal Care,Colgate Toothpaste,1,405.23,405.23,eSewa,August,Thursday,Kathmandu,405.23
TXN104627,2025-04-09,CUST1039,Sabina Thapa,Butwal - Traffic Chowk,Personal Care,Colgate Toothpaste,1,500.1,500.1,Cash,April,Wednesday,Butwal,500.1
TXN105492,2025-09-02,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Electronics,Wall Clock,3,3108.76,9326.28,Debit/Credit Card,September,Tuesday,Kathmandu,9326.28
TXN104996,2025-10-18,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Bakery,Khari Biscuit Pack,2,185.36,370.72,eSewa,October,Saturday,Lalitpur,370.72
TXN101442,2025-12-07,CUST1080,Sandip Basnet,Chitwan - Bharatpur,Bakery,Butter Cookies,3,53.69,161.07,eSewa,December,Sunday,Chitwan,161.07
TXN101540,2025-11-07,CUST1108,Neha Karki,Bhaktapur - Suryabinayak,Beverages,Tea Leaves (Ilam) 250g,3,374.33,1122.99,Debit/Credit Card,November,Friday,Bhaktapur,1122.99
TXN101510,2025-04-03,CUST1135,Sabina Bhattarai,Lalitpur - Pulchowk,Apparel,Kids Frock,3,446.76,1340.28,Khalti,April,Thursday,Lalitpur,1340.28
TXN104626,2025-12-03,CUST1003,Kiran Adhikari,Kathmandu - Kupondole,Beverages,Coca-Cola 1.5L,2,215.93,431.86,Khalti,December,Wednesday,Kathmandu,431.86
TXN105528,2025-04-12,CUST1143,Kritika Shrestha,Bhaktapur - Suryabinayak,Electronics,Wall Clock,4,3021.98,12087.92,Bank Transfer,April,Saturday,Bhaktapur,12087.92
TXN101244,2025-11-29,CUST1005,Milan Lama,Butwal - Traffic Chowk,Beverages,Coca-Cola 1.5L,1,354.18,354.18,Khalti,November,Saturday,Butwal,354.18
TXN104999,2025-01-28,CUST1060,Kritika Tamang,Lalitpur - Pulchowk,Grocery,Salt 1kg,2,377.89,755.78,Cash,January,Tuesday,Lalitpur,755.78
TXN103487,2025-02-04,CUST1070,Alina Rai,Kathmandu - Kupondole,Beverages,Gorkha Beer (6-pack),3,287.72,863.16,Cash,February,Tuesday,Kathmandu,863.1600000000001
TXN103222,2025-01-06,CUST1130,Alina Rai,Bhaktapur - Suryabinayak,Personal Care,Dove Soap,2,549.85,1099.7,Khalti,January,Monday,Bhaktapur,1099.7
TXN103982,2025-10-23,CUST1066,Kritika Khadka,Kathmandu - New Road,Electronics,USB Cable Type-C,2,3360.84,6721.68,Cash,October,Thursday,Kathmandu,6721.68
TXN100211,2025-11-30,CUST1039,Sabina Thapa,Butwal - Traffic Chowk,Personal Care,Dove Soap,4,312.46,1249.84,Cash,November,Sunday,Butwal,1249.84
TXN101682,2025-10-02,CUST1013,Kiran Shrestha,Biratnagar - Main Road,Beverages,Tea Leaves (Ilam) 250g,3,459.28,1377.84,eSewa,October,Thursday,Biratnagar,1377.84
TXN102117,2025-09-15,CUST1070,Alina Rai,Kathmandu - Kupondole,Dairy,Butter 200g,3,236.33,708.99,Khalti,September,Monday,Kathmandu,708.99
TXN101599,2025-08-13,CUST1149,Sarita Poudel,Butwal - Traffic Chowk,Personal Care,Colgate Toothpaste,3,485.02,1455.06,eSewa,August,Wednesday,Butwal,1455.06
